Common_Name,Genus,Species,ItemCoordX,ItemCoordY,origin
소나무,Pinus,densiflora,36.03003533,126.725268,13-L-0839
소나무,Pinus,densiflora,36.03003562,126.7252587,13-L-0840
소나무,Pinus,densiflora,36.03003295,126.7252905,13-L-0841
소나무,Pinus,densiflora,36.0300378,126.725269,13-L-0842
소나무,Pinus,densiflora,36.03003255,126.7252591,13-L-0843
소나무,Pinus,densiflora,36.03002884,126.7252658,13-L-0844
소나무,Pinus,densiflora,36.03002568,126.7252676,13-L-0845
소나무,Pinus,densiflora,36.03002972,126.7252684,13-L-0846
소나무,Pinus,densiflora,36.02999329,126.7252572,13-L-0847
소나무,Pinus,densiflora,36.03004302,126.725181,13-L-0848
굴참나무,Quercus,variabilis,36.0300204,126.7252182,13-L-0849
소나무,Pinus,densiflora,36.03004451,126.7251887,13-L-0850
갈참나무,Quercus,aliena,36.03005969,126.725201,13-L-0851
굴참나무,Quercus,variabilis,36.03004091,126.7251819,13-L-0853
굴참나무,Quercus,variabilis,36.03000848,126.7251525,13-L-0854
감나무,Diospyros,kaki,36.03004497,126.7251578,13-L-0855
산딸나무,Cornus,kousa,36.03003547,126.7251268,13-L-0856
산딸나무,Cornus,kousa,36.03004454,126.7251733,13-L-0857
산딸나무,Cornus,kousa,36.03006567,126.7251597,13-L-0859
산딸나무,Cornus,kousa,36.03005192,126.7251561,13-L-0860
벚나무,Prunus,jamasakura,36.03011055,126.7251609,13-L-0863
소나무,Pinus,densiflora,36.03009473,126.7251711,13-L-0864
쇠물푸레,Fraxinus,sieboldiana,36.03011855,126.7252036,13-L-0866
상수리나무,Quercus,acutissima,36.03011845,126.7252002,13-L-0867
소나무,Pinus,densiflora,36.03011468,126.725219,13-L-0868
소나무,Pinus,densiflora,36.03010834,126.7251878,13-L-0872
소나무,Pinus,densiflora,36.03010602,126.7251665,13-L-0873
소나무,Pinus,densiflora,36.03009897,126.7252107,13-L-0874
느티나무,Zelkova,serrata,36.03009612,126.7252204,13-L-0875
소나무,Pinus,densiflora,36.03010288,126.7251965,13-L-0876
소나무,Pinus,densiflora,36.03009755,126.7252229,13-L-0877
소나무,Pinus,densiflora,36.0301036,126.7252095,13-L-0878
소나무,Pinus,densiflora,36.03010146,126.7252181,13-L-0879
소나무,Pinus,densiflora,36.03011183,126.7252409,13-L-0880
소나무,Pinus,densiflora,36.03010667,126.7252318,13-L-0881
소나무,Pinus,densiflora,36.03010733,126.7252407,13-L-0882
소나무,Pinus,densiflora,36.0301091,126.7252379,13-L-0883
소나무,Pinus,densiflora,36.0299757,126.7251359,13-L-0884
비목나무,Lindera,erythrocarpa,36.03008093,126.7252138,13-L-0885
비목나무,Lindera,erythrocarpa,36.03008105,126.7252126,13-L-0886
소나무,Pinus,densiflora,36.03007606,126.7251961,13-L-0887
소나무,Pinus,densiflora,36.03008197,126.7252035,13-L-0888
소나무,Pinus,densiflora,36.03007433,126.7251995,13-L-0889
소나무,Pinus,densiflora,36.03007131,126.7251954,13-L-0890
소나무,Pinus,densiflora,36.03008382,126.7252144,13-L-0891
상수리나무,Quercus,acutissima,36.03008114,126.7251837,13-L-0893
소나무,Pinus,densiflora,36.03007387,126.7251961,13-L-0895
소나무,Pinus,densiflora,36.03004385,126.7251931,13-L-0897
쇠물푸레,Fraxinus,sieboldiana,36.03003785,126.7251945,13-L-0898
상수리나무,Quercus,acutissima,36.03005015,126.7252041,13-L-0899
상수리나무,Quercus,acutissima,36.03007108,126.7252138,13-L-0900
소나무,Pinus,densiflora,36.03003684,126.725176,13-L-0901
소나무,Pinus,densiflora,36.03005492,126.7252359,13-L-0902
소나무,Pinus,densiflora,36.03004594,126.725223,13-L-0903
상수리나무,Quercus,acutissima,36.03005509,126.7252429,13-L-0904
소나무,Pinus,densiflora,36.03005909,126.7252323,13-L-0905
소나무,Pinus,densiflora,36.03005114,126.7252379,13-L-0906
소나무,Pinus,densiflora,36.03005162,126.7252496,13-L-0907
소나무,Pinus,densiflora,36.03005262,126.7252508,13-L-0908
소나무,Pinus,densiflora,36.03005876,126.7252428,13-L-0909
소나무,Pinus,densiflora,36.03006645,126.7252396,13-L-0910
소나무,Pinus,densiflora,36.03007234,126.725239,13-L-0912
소나무,Pinus,densiflora,36.03007411,126.7252432,13-L-0913
소나무,Pinus,densiflora,36.03008265,126.7252226,13-L-0914
소나무,Pinus,densiflora,36.03006943,126.7252305,13-L-0915
소나무,Pinus,densiflora,36.03006568,126.7252342,13-L-0916
상수리나무,Quercus,acutissima,36.03013593,126.7252338,13-L-0917
소나무,Pinus,densiflora,36.03013544,126.7252448,13-L-0918
소나무,Pinus,densiflora,36.03014708,126.7252462,13-L-0919
벚나무,Prunus,jamasakura,36.03013967,126.7252522,13-L-0920
상수리나무,Quercus,acutissima,36.0301545,126.7252577,13-L-0921
상수리나무,Quercus,acutissima,36.03015969,126.7252585,13-L-0922
쇠물푸레,Fraxinus,sieboldiana,36.03016762,126.7252783,13-L-0924
때죽나무,Styrax,japonicus,36.03016413,126.7252764,13-L-0926
소나무,Pinus,densiflora,36.0301893,126.725276,13-L-0927
상수리나무,Quercus,acutissima,36.03017635,126.7252928,13-L-0928
소나무,Pinus,densiflora,36.03018486,126.7252903,13-L-0929
쇠물푸레,Fraxinus,sieboldiana,36.03018366,126.7253245,13-L-0930
쇠물푸레,Fraxinus,sieboldiana,36.03018732,126.7253238,13-L-0931
갈참나무,Quercus,aliena,36.03021962,126.7253673,13-L-0937
갈참나무,Quercus,aliena,36.03022743,126.7253699,13-L-0938
갈참나무,Quercus,aliena,36.03022663,126.7253673,13-L-0939
상수리나무,Quercus,acutissima,36.03023046,126.7253564,13-L-0940
소나무,Pinus,densiflora,36.03022224,126.7253318,13-L-0942
상수리나무,Quercus,acutissima,36.03017552,126.72531,13-L-0943
굴참나무,Quercus,variabilis,36.03023192,126.725309,13-L-0944
소나무,Pinus,densiflora,36.03023041,126.7252764,13-L-0945
팥배나무,Sorbus,alnifolia,36.03022687,126.7252828,13-L-0946
초피나무,Zanthoxylum,piperitum,36.03022691,126.7252788,13-L-0947
개옻나무,Toxicodendron,trichocarpum,36.03023949,126.7252675,13-L-0948
덜꿩나무,Viburnum,erosum,36.03022992,126.7252757,13-L-0949
덜꿩나무,Viburnum,erosum,36.03025179,126.7252754,13-L-0950
덜꿩나무,Viburnum,erosum,36.0302367,126.7252603,13-L-0952
상수리나무,Quercus,acutissima,36.03023057,126.7252452,13-L-0953
굴참나무,Quercus,variabilis,36.03021494,126.725255,13-L-0954
상수리나무,Quercus,acutissima,36.0302255,126.7252686,13-L-0955
소나무,Pinus,densiflora,36.03021081,126.7252556,13-L-0956
생강나무,Lindera,obtusiloba,36.03022147,126.7252754,13-L-0957
상수리나무,Quercus,acutissima,36.0302379,126.7252973,13-L-0958
벚나무,Prunus,jamasakura,36.0301929,126.725248,13-L-0961
느티나무,Zelkova,serrata,36.03022158,126.7252517,13-L-0963
산딸나무,Cornus,kousa,36.03020195,126.725253,13-L-0964
초피나무,Zanthoxylum,piperitum,36.0301798,126.7252303,13-L-0965
굴참나무,Quercus,variabilis,36.03017715,126.7251926,13-L-0966
굴참나무,Quercus,variabilis,36.03022253,126.7252263,13-L-0967
굴참나무,Quercus,variabilis,36.03018447,126.7252132,13-L-0968
소나무,Pinus,densiflora,36.03027898,126.7252114,13-L-0970
소나무,Pinus,densiflora,36.03029464,126.7252399,13-L-0971
갈참나무,Quercus,aliena,36.03024662,126.7252321,13-L-0972
소나무,Pinus,densiflora,36.03024534,126.7252449,13-L-0973
굴참나무,Quercus,variabilis,36.03026613,126.7252344,13-L-0975
굴참나무,Quercus,variabilis,36.03025384,126.7251996,13-L-0977
상수리나무,Quercus,acutissima,36.03025828,126.7252037,13-L-0978
상수리나무,Quercus,acutissima,36.03024236,126.7251963,13-L-0979
쇠물푸레,Fraxinus,sieboldiana,36.03027278,126.7252413,13-L-0980
쇠물푸레,Fraxinus,sieboldiana,36.03027523,126.7252443,13-L-0981
소나무,Pinus,densiflora,36.03024696,126.7252662,13-L-0985
소나무,Pinus,densiflora,36.03025421,126.7252993,13-L-0987
때죽나무,Styrax,japonicus,36.03025609,126.7253034,13-L-0988
때죽나무,Styrax,japonicus,36.03026206,126.72531,13-L-0989
신갈나무,Quercus,mongolica,36.03023771,126.7253043,13-L-0990
소나무,Pinus,densiflora,36.03027281,126.7253013,13-L-0994
상수리나무,Quercus,acutissima,36.03025963,126.725323,13-L-0995
쪽동백나무,Styrax,obassia,36.03026046,126.7253224,13-L-0996
쪽동백나무,Styrax,obassia,36.03024354,126.7253343,13-L-0997
느티나무,Zelkova,serrata,36.03026142,126.7253385,13-L-0998
소나무,Pinus,densiflora,36.0302573,126.7253431,13-L-0999
소나무,Pinus,densiflora,36.03027591,126.7253417,13-L-1000
소나무,Pinus,densiflora,36.03024536,126.7253373,13-L-1001
소나무,Pinus,densiflora,36.0302831,126.7253595,13-L-1002
벚나무,Prunus,jamasakura,36.0302887,126.7253646,13-L-1003
소나무,Pinus,densiflora,36.03028149,126.7253898,13-L-1005
소나무,Pinus,densiflora,36.03027127,126.7253878,13-L-1006
쇠물푸레,Fraxinus,sieboldiana,36.03024896,126.7253938,13-L-1009
상수리나무,Quercus,acutissima,36.03025307,126.7253895,13-L-1010
소나무,Pinus,densiflora,36.03023832,126.7253958,13-L-1016
굴참나무,Quercus,variabilis,36.03024549,126.7254006,13-L-1017
소나무,Pinus,densiflora,36.03028483,126.7254005,13-L-1019
굴참나무,Quercus,variabilis,36.03028993,126.7254165,13-L-1020
소나무,Pinus,densiflora,36.03027071,126.7254304,13-L-1022
상수리나무,Quercus,acutissima,36.03030216,126.725436,13-L-1023
상수리나무,Quercus,acutissima,36.03031996,126.7254525,13-L-1024
상수리나무,Quercus,acutissima,36.03030273,126.7254544,13-L-1025
상수리나무,Quercus,acutissima,36.03032356,126.7254548,13-L-1026
상수리나무,Quercus,acutissima,36.03031303,126.7254575,13-L-1027
상수리나무,Quercus,acutissima,36.03032039,126.7254465,13-L-1028
상수리나무,Quercus,acutissima,36.03031046,126.7254547,13-L-1029
소나무,Pinus,densiflora,36.03026879,126.7254686,13-L-1032
소나무,Pinus,densiflora,36.03027349,126.7254697,13-L-1033
소나무,Pinus,densiflora,36.03025851,126.7254848,13-L-1034
소나무,Pinus,densiflora,36.03026551,126.7254737,13-L-1035
생강나무,Lindera,obtusiloba,36.03026936,126.7254755,13-L-1036
상수리나무,Quercus,acutissima,36.03033811,126.72456,13-L-1038
굴참나무,Quercus,variabilis,36.03034852,126.7245927,13-L-1044
산벚나무,Prunus,sargentii,36.03035213,126.7245742,13-L-1045
상수리나무,Quercus,acutissima,36.0303724,126.7245693,13-L-1047
때죽나무,Styrax,japonicus,36.0303841,126.7245616,13-L-1049
자귀나무,Albizia,julibrissin,36.03040197,126.724546,13-L-1050
상수리나무,Quercus,acutissima,36.03039166,126.7245398,13-L-1056
산벚나무,Prunus,sargentii,36.03038929,126.7245158,13-L-1057
상수리나무,Quercus,acutissima,36.03036044,126.7245224,13-L-1060
덜꿩나무,Viburnum,erosum,36.0303438,126.7245331,13-L-1061
개암나무,Corylus,heterophylla,36.03034655,126.7245248,13-L-1062
상수리나무,Quercus,acutissima,36.03035068,126.7245477,13-L-1063
때죽나무,Styrax,japonicus,36.03034124,126.7245501,13-L-1064
상수리나무,Quercus,acutissima,36.03030628,126.7245497,13-L-1067
산벚나무,Prunus,sargentii,36.0303064,126.7245439,13-L-1068
산벚나무,Prunus,sargentii,36.03030339,126.7245122,13-L-1069
상수리나무,Quercus,acutissima,36.03030707,126.7244767,13-L-1071
상수리나무,Quercus,acutissima,36.03031175,126.7245058,13-L-1072
상수리나무,Quercus,acutissima,36.03033737,126.7244994,13-L-1073
산벚나무,Prunus,sargentii,36.03032525,126.7245263,13-L-1075
산벚나무,Prunus,sargentii,36.03034189,126.7245189,13-L-1076
산벚나무,Prunus,sargentii,36.03035339,126.7244948,13-L-1080
상수리나무,Quercus,acutissima,36.03037945,126.7244844,13-L-1082
산벚나무,Prunus,sargentii,36.03040105,126.7244938,13-L-1083
산벚나무,Prunus,sargentii,36.03041,126.7244532,13-L-1084
상수리나무,Quercus,acutissima,36.03040821,126.7244656,13-L-1085
상수리나무,Quercus,acutissima,36.03036135,126.724474,13-L-1088
상수리나무,Quercus,acutissima,36.03033245,126.724466,13-L-1089
산벚나무,Prunus,sargentii,36.03031619,126.7244584,13-L-1092
때죽나무,Styrax,japonicus,36.03030397,126.724443,13-L-1095
상수리나무,Quercus,acutissima,36.030293,126.7244265,13-L-1097
덜꿩나무,Viburnum,erosum,36.03032646,126.7244336,13-L-1098
상수리나무,Quercus,acutissima,36.03033231,126.7244366,13-L-1099
산벚나무,Prunus,sargentii,36.03035003,126.724452,13-L-1100
신갈나무,Quercus,mongolica,36.03034242,126.7244472,13-L-1101
신갈나무,Quercus,mongolica,36.03035164,126.7244448,13-L-1102
산벚나무,Prunus,sargentii,36.03037033,126.7244592,13-L-1104
산벚나무,Prunus,sargentii,36.03039373,126.72443,13-L-1108
산벚나무,Prunus,sargentii,36.03041292,126.7244129,13-L-1111
때죽나무,Styrax,japonicus,36.0303979,126.7243625,13-L-1119
상수리나무,Quercus,acutissima,36.03037725,126.7243551,13-L-1121
덜꿩나무,Viburnum,erosum,36.03035492,126.7244168,13-L-1125
상수리나무,Quercus,acutissima,36.03036549,126.7244136,13-L-1126
상수리나무,Quercus,acutissima,36.03038007,126.7244054,13-L-1127
상수리나무,Quercus,acutissima,36.03037561,126.7244112,13-L-1128
상수리나무,Quercus,acutissima,36.03037926,126.7244204,13-L-1130
상수리나무,Quercus,acutissima,36.03035123,126.7244375,13-L-1132
산벚나무,Prunus,sargentii,36.03033933,126.7244124,13-L-1134
팥배나무,Sorbus,alnifolia,36.03033385,126.7243929,13-L-1137
덜꿩나무,Viburnum,erosum,36.03031944,126.7244101,13-L-1139
산벚나무,Prunus,sargentii,36.03031518,126.7244113,13-L-1141
산벚나무,Prunus,sargentii,36.03028385,126.7243864,13-L-1145
상수리나무,Quercus,acutissima,36.03029141,126.7243685,13-L-1146
상수리나무,Quercus,acutissima,36.03031288,126.7243378,13-L-1148
상수리나무,Quercus,acutissima,36.03032303,126.72438,13-L-1150
산벚나무,Prunus,sargentii,36.03032868,126.7243636,13-L-1152
갈참나무,Quercus,aliena,36.03032729,126.7243543,13-L-1153
상수리나무,Quercus,acutissima,36.03034398,126.72434,13-L-1155
상수리나무,Quercus,acutissima,36.03035665,126.7243742,13-L-1156
산벚나무,Prunus,sargentii,36.03041761,126.724338,13-L-1160
쪽동백나무,Styrax,obassia,36.03042886,126.7243246,13-L-1166
쪽동백나무,Styrax,obassia,36.03042139,126.7243056,13-L-1168
산벚나무,Prunus,sargentii,36.03044337,126.724313,13-L-1169
갈참나무,Quercus,aliena,36.03041391,126.7242953,13-L-1170
상수리나무,Quercus,acutissima,36.03040445,126.7243069,13-L-1172
굴참나무,Quercus,variabilis,36.03039391,126.7242739,13-L-1173
상수리나무,Quercus,acutissima,36.03038028,126.7242607,13-L-1174
때죽나무,Styrax,japonicus,36.03038111,126.7242785,13-L-1175
상수리나무,Quercus,acutissima,36.03038005,126.7242974,13-L-1177
상수리나무,Quercus,acutissima,36.03037923,126.7243196,13-L-1179
상수리나무,Quercus,acutissima,36.03036001,126.7243266,13-L-1181
상수리나무,Quercus,acutissima,36.03033141,126.7243182,13-L-1183
상수리나무,Quercus,acutissima,36.0303267,126.724296,13-L-1184
상수리나무,Quercus,acutissima,36.03034595,126.7242784,13-L-1185
굴참나무,Quercus,variabilis,36.03035835,126.7242581,13-L-1186
상수리나무,Quercus,acutissima,36.03035066,126.7242449,13-L-1187
때죽나무,Styrax,japonicus,36.0303319,126.7242278,13-L-1188
상수리나무,Quercus,acutissima,36.03032021,126.7242428,13-L-1189
상수리나무,Quercus,acutissima,36.03033078,126.7242639,13-L-1190
상수리나무,Quercus,acutissima,36.03031702,126.7242663,13-L-1191
상수리나무,Quercus,acutissima,36.03029894,126.7243061,13-L-1192
상수리나무,Quercus,acutissima,36.03028518,126.724324,13-L-1194
산벚나무,Prunus,sargentii,36.03026907,126.7243018,13-L-1195
굴참나무,Quercus,variabilis,36.03027647,126.7242582,13-L-1199
쥐똥나무,Ligustrum,obtusifolium,36.03030251,126.7242451,13-L-1202
쥐똥나무,Ligustrum,obtusifolium,36.03030003,126.7242458,13-L-1203
산벚나무,Prunus,sargentii,36.03029749,126.7242353,13-L-1204
산벚나무,Prunus,sargentii,36.0302737,126.7241738,13-L-1208
산벚나무,Prunus,sargentii,36.03027756,126.7241643,13-L-1209
상수리나무,Quercus,acutissima,36.03029381,126.7241735,13-L-1210
상수리나무,Quercus,acutissima,36.030291,126.7241864,13-L-1211
산벚나무,Prunus,sargentii,36.03031636,126.7241762,13-L-1212
상수리나무,Quercus,acutissima,36.0303128,126.7241797,13-L-1213
상수리나무,Quercus,acutissima,36.03032708,126.7241838,13-L-1214
굴참나무,Quercus,variabilis,36.03032631,126.7241982,13-L-1216
상수리나무,Quercus,acutissima,36.03030978,126.7242037,13-L-1217
산벚나무,Prunus,sargentii,36.03033977,126.7242208,13-L-1218
상수리나무,Quercus,acutissima,36.0303532,126.7242258,13-L-1222
상수리나무,Quercus,acutissima,36.03036535,126.7242068,13-L-1223
산벚나무,Prunus,sargentii,36.03037312,126.7242261,13-L-1224
상수리나무,Quercus,acutissima,36.03039038,126.7242374,13-L-1225
때죽나무,Styrax,japonicus,36.03039092,126.7242595,13-L-1226
때죽나무,Styrax,japonicus,36.03042872,126.7242709,13-L-1228
쪽동백나무,Styrax,obassia,36.03043702,126.7242942,13-L-1230
쪽동백나무,Styrax,obassia,36.03044914,126.7242823,13-L-1231
산벚나무,Prunus,sargentii,36.03044765,126.724266,13-L-1233
때죽나무,Styrax,japonicus,36.03045005,126.7242532,13-L-1234
쪽동백나무,Styrax,obassia,36.03046545,126.7242545,13-L-1236
굴참나무,Quercus,variabilis,36.03045546,126.7242442,13-L-1237
쪽동백나무,Styrax,obassia,36.03045853,126.7242352,13-L-1239
상수리나무,Quercus,acutissima,36.03044077,126.7242402,13-L-1241
때죽나무,Styrax,japonicus,36.03042386,126.7242254,13-L-1243
팥배나무,Sorbus,alnifolia,36.03042279,126.724198,13-L-1245
산벚나무,Prunus,sargentii,36.03039903,126.7241769,13-L-1249
산벚나무,Prunus,sargentii,36.03034212,126.7241654,13-L-1253
산벚나무,Prunus,sargentii,36.0302978,126.72417,13-L-1256
산벚나무,Prunus,sargentii,36.03033298,126.7241356,13-L-1258
굴참나무,Quercus,variabilis,36.03030201,126.7241439,13-L-1259
굴참나무,Quercus,variabilis,36.0302905,126.7241588,13-L-1260
굴참나무,Quercus,variabilis,36.03028445,126.7241532,13-L-1261
굴참나무,Quercus,variabilis,36.03028675,126.7241521,13-L-1262
때죽나무,Styrax,japonicus,36.03028615,126.7241359,13-L-1263
산벚나무,Prunus,sargentii,36.03035526,126.7241317,13-L-1265
갈참나무,Quercus,aliena,36.03044158,126.7241812,13-L-1271
산벚나무,Prunus,sargentii,36.03048177,126.724194,13-L-1275
쪽동백나무,Styrax,obassia,36.03049005,126.7242155,13-L-1276
쪽동백나무,Styrax,obassia,36.03047973,126.7242312,13-L-1277
쪽동백나무,Styrax,obassia,36.03049321,126.7242087,13-L-1280
쪽동백나무,Styrax,obassia,36.03051327,126.7241923,13-L-1282
산벚나무,Prunus,sargentii,36.03048724,126.7241741,13-L-1283
쪽동백나무,Styrax,obassia,36.03050332,126.7241603,13-L-1287
쪽동백나무,Styrax,obassia,36.03049363,126.7241437,13-L-1288
때죽나무,Styrax,japonicus,36.03052617,126.7241365,13-L-1289
쪽동백나무,Styrax,obassia,36.03052772,126.7241449,13-L-1290
쪽동백나무,Styrax,obassia,36.0305276,126.724146,13-L-1291
쪽동백나무,Styrax,obassia,36.03051866,126.724141,13-L-1292
팽나무,Celtis,sinensis,36.03054042,126.7241524,13-L-1293
때죽나무,Styrax,japonicus,36.03052599,126.7241751,13-L-1294
때죽나무,Styrax,japonicus,36.03052987,126.7241731,13-L-1295
상수리나무,Quercus,acutissima,36.03054911,126.7241737,13-L-1296
쪽동백나무,Styrax,obassia,36.03053896,126.7241681,13-L-1297
산뽕나무,Morus,bombycis,36.03055306,126.7241664,13-L-1298
수수꽃다리,Syringa,oblata,36.03056736,126.7241768,13-L-1299
자귀나무,Albizia,julibrissin,36.03050926,126.724149,13-L-1300
산딸나무,Cornus,kousa,36.03051854,126.7241267,13-L-1301
함박꽃나무,Magnolia,sieboldii,36.03050858,126.7241203,13-L-1302
산딸나무,Cornus,kousa,36.03052293,126.7241367,13-L-1303
수수꽃다리,Syringa,oblata,36.03051525,126.7241224,13-L-1304
산뽕나무,Morus,bombycis,36.03050312,126.7241167,13-L-1305
수수꽃다리,Syringa,oblata,36.03052881,126.7241243,13-L-1306
수수꽃다리,Syringa,oblata,36.03051071,126.7241233,13-L-1307
쪽동백나무,Styrax,obassia,36.03052674,126.7241087,13-L-1310
쪽동백나무,Styrax,obassia,36.0305275,126.7241124,13-L-1311
수수꽃다리,Syringa,oblata,36.03054447,126.7241133,13-L-1312
수수꽃다리,Syringa,oblata,36.03054937,126.724106,13-L-1313
수수꽃다리,Syringa,oblata,36.03055183,126.7241028,13-L-1314
수수꽃다리,Syringa,oblata,36.03054953,126.7241067,13-L-1315
쪽동백나무,Styrax,obassia,36.03056636,126.724121,13-L-1316
산딸나무,Cornus,kousa,36.03055775,126.7241362,13-L-1317
자귀나무,Albizia,julibrissin,36.03057354,126.7240719,13-L-1318
쪽동백나무,Styrax,obassia,36.03052967,126.7240912,13-L-1319
쪽동백나무,Styrax,obassia,36.03054302,126.7240623,13-L-1320
함박꽃나무,Magnolia,sieboldii,36.0305145,126.7240811,13-L-1321
함박꽃나무,Magnolia,sieboldii,36.03051213,126.7240604,13-L-1322
산딸나무,Cornus,kousa,36.03050103,126.7240777,13-L-1323
산딸나무,Cornus,kousa,36.03051461,126.7240875,13-L-1324
산딸나무,Cornus,kousa,36.03052525,126.7240586,13-L-1325
산딸나무,Cornus,kousa,36.03054926,126.7240143,13-L-1326
팽나무,Celtis,sinensis,36.03053795,126.7240276,13-L-1327
때죽나무,Styrax,japonicus,36.03053413,126.7240296,13-L-1328
자귀나무,Albizia,julibrissin,36.03054989,126.7240301,13-L-1329
상수리나무,Quercus,acutissima,36.03055009,126.7240372,13-L-1330
상수리나무,Quercus,acutissima,36.03055668,126.724034,13-L-1331
상수리나무,Quercus,acutissima,36.03057175,126.7240427,13-L-1332
쪽동백나무,Styrax,obassia,36.0305576,126.7240595,13-L-1333
개서어나무,Carpinus,tschonoskii,36.03062611,126.724081,13-L-1335
산벚나무,Prunus,sargentii,36.03065407,126.7240894,13-L-1336
쪽동백나무,Styrax,obassia,36.03066291,126.7240773,13-L-1339
개서어나무,Carpinus,tschonoskii,36.03066403,126.7240601,13-L-1340
자귀나무,Albizia,julibrissin,36.03064212,126.7240647,13-L-1344
갈참나무,Quercus,aliena,36.03064735,126.7240379,13-L-1347
당단풍나무,Acer,pseudosieboldianum,36.03063645,126.724044,13-L-1349
당단풍나무,Acer,pseudosieboldianum,36.03061624,126.7240413,13-L-1350
당단풍나무,Acer,pseudosieboldianum,36.03062077,126.7240188,13-L-1351
노각나무,Stewartia,koreana,36.03066188,126.7240264,13-L-1353
상수리나무,Quercus,acutissima,36.03067231,126.7240064,13-L-1354
자귀나무,Albizia,julibrissin,36.03068311,126.7240412,13-L-1355
자귀나무,Albizia,julibrissin,36.03070891,126.7240501,13-L-1357
산뽕나무,Morus,bombycis,36.03070407,126.7240478,13-L-1358
자귀나무,Albizia,julibrissin,36.0306915,126.7240187,13-L-1362
노각나무,Stewartia,koreana,36.03067795,126.7240001,13-L-1364
쪽동백나무,Styrax,obassia,36.03075559,126.7240188,13-L-1383
비목나무,Lindera,erythrocarpa,36.0307596,126.7239951,13-L-1397
쪽동백나무,Styrax,obassia,36.03077202,126.723972,13-L-1401
쪽동백나무,Styrax,obassia,36.03078329,126.723961,13-L-1404
쪽동백나무,Styrax,obassia,36.03076161,126.7239403,13-L-1406
상수리나무,Quercus,acutissima,36.03075915,126.7239352,13-L-1407
상수리나무,Quercus,acutissima,36.03074952,126.7239293,13-L-1410
당단풍나무,Acer,pseudosieboldianum,36.03074705,126.7239288,13-L-1411
당단풍나무,Acer,pseudosieboldianum,36.03076062,126.7238918,13-L-1413
당단풍나무,Acer,pseudosieboldianum,36.0307564,126.7238729,13-L-1414
개서어나무,Carpinus,tschonoskii,36.03074924,126.7238558,13-L-1415
노각나무,Stewartia,koreana,36.03074372,126.7238343,13-L-1416
당단풍나무,Acer,pseudosieboldianum,36.03073852,126.7238456,13-L-1417
노각나무,Stewartia,koreana,36.03069915,126.723844,13-L-1418
상수리나무,Quercus,acutissima,36.03073632,126.7238839,13-L-1419
자귀나무,Albizia,julibrissin,36.03071698,126.7239186,13-L-1422
갈참나무,Quercus,aliena,36.03071729,126.7239767,13-L-1425
자귀나무,Albizia,julibrissin,36.03071075,126.723978,13-L-1426
개서어나무,Carpinus,tschonoskii,36.03068687,126.7239719,13-L-1434
당단풍나무,Acer,pseudosieboldianum,36.03068445,126.7239494,13-L-1435
느티나무,Zelkova,serrata,36.02980952,126.7214583,13-L-1436
덜꿩나무,Viburnum,erosum,36.02982582,126.7214246,13-L-1437
느티나무,Zelkova,serrata,36.02983795,126.721424,13-L-1438
덜꿩나무,Viburnum,erosum,36.02984529,126.7214045,13-L-1439
느티나무,Zelkova,serrata,36.02987281,126.7214009,13-L-1440
느티나무,Zelkova,serrata,36.02990935,126.7213895,13-L-1441
느티나무,Zelkova,serrata,36.02993516,126.7213864,13-L-1442
느티나무,Zelkova,serrata,36.02994814,126.721403,13-L-1443
느티나무,Zelkova,serrata,36.02999514,126.7214143,13-L-1444
상수리나무,Quercus,acutissima,36.03000615,126.7214201,13-L-1445
느티나무,Zelkova,serrata,36.02998334,126.7214201,13-L-1446
느티나무,Zelkova,serrata,36.02996539,126.7214393,13-L-1447
느티나무,Zelkova,serrata,36.02993194,126.7214572,13-L-1448
느티나무,Zelkova,serrata,36.02989688,126.7214436,13-L-1449
상수리나무,Quercus,acutissima,36.02989369,126.7214611,13-L-1450
쥐똥나무,Ligustrum,obtusifolium,36.0299063,126.7214813,13-L-1452
느티나무,Zelkova,serrata,36.0298838,126.7214718,13-L-1453
느티나무,Zelkova,serrata,36.02986189,126.7214396,13-L-1454
느티나무,Zelkova,serrata,36.02985018,126.7214793,13-L-1455
느티나무,Zelkova,serrata,36.02982586,126.7214924,13-L-1456
상수리나무,Quercus,acutissima,36.02981296,126.7214831,13-L-1457
쥐똥나무,Ligustrum,obtusifolium,36.02981108,126.7214865,13-L-1461
비목나무,Lindera,erythrocarpa,36.02982433,126.7215061,13-L-1462
쥐똥나무,Ligustrum,obtusifolium,36.02976288,126.7215152,13-L-1465
쥐똥나무,Ligustrum,obtusifolium,36.0297779,126.7215234,13-L-1466
쪽동백나무,Styrax,obassia,36.02978346,126.7215426,13-L-1467
쥐똥나무,Ligustrum,obtusifolium,36.02978168,126.7215703,13-L-1469
쥐똥나무,Ligustrum,obtusifolium,36.02979692,126.7215696,13-L-1470
느티나무,Zelkova,serrata,36.02980099,126.7215724,13-L-1471
비목나무,Lindera,erythrocarpa,36.02979375,126.7215924,13-L-1472
비목나무,Lindera,erythrocarpa,36.02979272,126.7215931,13-L-1473
느티나무,Zelkova,serrata,36.02979187,126.7216029,13-L-1474
느티나무,Zelkova,serrata,36.02979648,126.7216165,13-L-1476
쪽동백나무,Styrax,obassia,36.02981005,126.7216073,13-L-1477
상수리나무,Quercus,acutissima,36.02980661,126.7216034,13-L-1478
